Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),Batch ID,Fault flag
216.0,65.0,100.0,80.0,0.0,41.601,10.176,104.62,250.0,0.9,0.0,0.0017692,12.235,27.777,69609.0,77388.0,6.5181,298.08,322.05,1.4847,5.8206,1199.6,23.0,1951.2,1.0438,0.19319,27.742,22.462,1.2282,0.0,69.663,0.0,0.0,2.0,78.0,78.0,0.0,153950.0,154330.0
228.0,65.0,100.0,80.0,0.0,48.182,46.342,7.3028,250.0,0.9,0.0,0.001461,12.582,28.142,73813.0,82170.0,6.5041,297.91,263.75,1.5234,5.402,1199.1,23.0,1979.4,1.0806,0.19279,28.124,22.271,1.2603,0.0,66.101,0.0,0.0,2.0,78.0,78.0,0.0,155590.0,155800.0
230.0,65.0,100.0,80.0,0.0,40.427,29.27,6.6286,250.0,0.9,0.0,0.0013932,12.597,28.185,74500.0,82951.0,6.4988,297.9,260.22,1.5282,5.3001,1200.2,23.0,1985.1,1.1287,0.19237,28.168,22.231,1.2643,0.0,65.488,0.0,0.0,2.0,78.0,78.0,0.0,154780.0,155160.0
1.0,30.0,100.0,8.0,0.0,11.614,110.09,10.179,0.0,0.6,0.0,1.0325,14.617,0.00099808,58394.0,61616.0,6.4785,298.04,362.03,0.10917,5.0,1429.0,22.0,1740.3,-0.042837,0.20576,0.001,0.52216,0.041522,0.0,4.0827,0.0,0.0,2.0,79.0,79.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,75.843,242.73,0.0001,0.0,0.6,0.0,0.55453,11.671,0.00096582,58645.0,62194.0,6.4853,298.18,397.81,0.33546,0.0,1533.8,30.0,1863.4,1.0029,0.19096,0.00096861,2.8036,0.17873,0.0,10.709,0.0,0.0,2.0,79.0,79.0,0.0,21032.0,21169.0
24.0,55.0,100.0,150.0,0.0,225.0,274.14,0.0001,0.0,0.7,0.0,0.018789,8.8312,0.00090416,60709.0,64965.0,6.4094,298.08,371.83,0.77763,3.4672,1203.9,35.0,1847.8,2.0298,0.18256,0.00091026,9.2378,0.5432,0.0,22.119,0.0,0.0,2.0,79.0,79.0,0.0,21189.0,21660.0
36.0,55.0,100.0,43.0,0.0,51.267,166.65,1.2195,0.0,0.9,0.0,0.0024077,12.167,1.6357,61616.0,66388.0,6.5113,298.2,405.02,1.0503,5.6442,1198.5,35.0,1911.3,1.1858,0.19091,1.5,12.991,0.73424,0.0,35.834,0.0,0.0,2.0,79.0,79.0,0.0,29326.0,28977.0
48.0,60.0,100.0,57.0,0.0,75.922,78.325,0.0001,0.0,1.1,0.0,0.0022697,12.481,4.0186,62893.0,68215.0,6.5014,297.99,346.12,1.1987,6.9405,1200.1,35.0,1951.9,1.438,0.18925,3.8462,15.966,0.91453,0.0,50.068,0.0,0.0,2.0,79.0,79.0,0.0,39618.0,40123.0
60.0,60.0,100.0,72.0,0.0,72.891,10.178,0.0001,500.0,1.1,0.0,0.0019688,14.156,6.3002,69414.0,75344.0,6.4959,297.99,345.52,1.4418,7.4083,1199.6,34.0,1858.4,1.2936,0.19016,6.1525,17.638,1.1008,0.0,41.658,0.0,0.0,2.0,79.0,79.0,0.0,51227.0,51252.0
72.0,60.0,100.0,84.0,0.0,57.413,2.9103,0.0001,500.0,1.1,0.0,0.0017454,15.073,8.4692,76861.0,83434.0,6.5016,297.99,345.2,1.687,8.4003,1199.6,31.0,1748.4,1.4914,0.18781,8.3254,18.746,1.2889,0.0,26.314,0.0,0.0,2.0,79.0,79.0,0.0,61348.0,61392.0
84.0,60.0,100.0,90.0,0.0,45.127,43.052,0.0001,100.0,1.1,0.0,0.001159,14.507,10.958,80775.0,87998.0,6.5196,297.95,329.74,1.9186,8.9897,1197.2,23.0,1703.3,1.7371,0.18503,10.798,20.356,1.4669,0.0,27.474,0.0,0.0,2.0,79.0,79.0,0.0,73307.0,73539.0
96.0,75.0,100.0,90.0,0.0,48.683,24.062,0.0001,100.0,1.1,0.0,0.0010972,14.273,13.321,83179.0,90971.0,6.4994,298.0,345.64,1.6678,9.1307,1200.7,23.0,1693.3,1.7201,0.18894,13.165,21.506,1.5928,0.0,36.279,0.0,0.0,2.0,79.0,79.0,0.0,85068.0,85155.0
108.0,75.0,100.0,90.0,0.0,31.437,91.896,7.7403,100.0,1.0,0.0,0.0012296,12.553,15.822,78561.0,85990.0,6.4991,298.18,416.82,1.6528,9.9574,1199.6,23.0,1687.0,1.7171,0.18899,15.648,22.651,1.5783,0.0,44.978,0.0,0.0,2.0,79.0,79.0,0.0,97011.0,97286.0
120.0,75.0,100.0,90.0,0.0,45.825,51.534,0.54581,100.0,1.0,0.0,0.00091209,12.231,18.369,81051.0,89106.0,6.5061,298.03,359.99,1.7738,9.2061,1199.9,23.0,1678.1,1.8298,0.18791,18.219,23.747,1.6945,0.0,53.632,0.0,0.0,2.0,79.0,79.0,0.0,108680.0,109310.0
132.0,75.0,100.0,90.0,0.0,43.703,0.0001,0.0001,100.0,1.0,-4000.0,0.0010452,11.889,20.489,76514.0,84162.0,6.5264,297.97,336.8,1.7122,9.3482,1198.9,23.0,1689.2,1.5637,0.19004,20.343,24.36,1.6354,0.0,62.012,0.0,0.0,2.0,79.0,79.0,0.0,118760.0,119080.0
144.0,75.0,100.0,90.0,0.0,75.245,5.2321,34.74,100.0,1.0,0.0,0.00086676,11.817,22.693,79267.0,87553.0,6.5022,297.98,339.81,1.7885,8.1072,1202.6,23.0,1694.0,1.6674,0.18911,22.568,24.885,1.7087,0.0,69.945,0.0,0.0,2.0,79.0,79.0,0.0,130260.0,130260.0
156.0,75.0,100.0,90.0,0.0,65.22,1.2755,25.759,0.0,0.9,0.0,0.00088295,10.383,24.884,74479.0,82388.0,6.5229,297.99,343.09,1.6883,9.2565,1200.3,23.0,1714.7,1.5362,0.19029,24.732,25.212,1.6124,0.0,79.703,0.0,0.0,2.0,79.0,79.0,0.0,140670.0,140690.0
168.0,75.0,100.0,80.0,0.0,61.545,12.01,65.742,400.0,0.9,0.0,0.0012626,12.181,26.13,79081.0,87622.0,6.4966,297.91,316.5,1.718,6.4376,1201.2,23.0,1720.0,1.214,0.19266,26.072,24.567,1.6409,0.0,77.172,0.0,0.0,2.0,79.0,79.0,0.0,146130.0,145830.0
180.0,75.0,100.0,80.0,0.0,70.503,0.60951,51.179,150.0,0.9,0.0,0.0016601,11.189,28.029,75850.0,83987.0,6.502,297.97,337.51,1.611,9.5003,1200.2,23.0,1732.3,1.4285,0.19126,27.9,24.258,1.5382,0.0,75.842,0.0,0.0,2.0,79.0,79.0,0.0,154740.0,155290.0
192.0,75.0,100.0,80.0,0.0,57.823,15.692,72.743,150.0,0.9,-4000.0,0.0017388,11.333,29.618,72125.0,79802.0,6.497,298.04,361.18,1.5006,9.2863,1198.0,23.0,1773.0,1.2156,0.19307,29.503,24.06,1.4324,0.0,77.952,0.0,0.0,2.0,79.0,79.0,0.0,162300.0,162200.0
204.0,65.0,100.0,80.0,0.0,88.088,32.55,7.2479,250.0,0.9,0.0,0.0017792,11.614,30.801,75928.0,84191.0,6.5092,297.87,300.93,1.7506,7.0684,1197.8,23.0,1812.5,1.2645,0.19075,30.752,23.734,1.4493,0.0,78.363,0.0,0.0,2.0,79.0,79.0,0.0,168410.0,168310.0
216.0,65.0,100.0,80.0,0.0,84.515,10.613,113.34,250.0,0.9,0.0,0.0016255,11.975,31.36,73558.0,81332.0,6.4994,298.09,381.89,1.6246,5.9184,1198.8,23.0,1845.0,1.168,0.19184,31.34,23.201,1.3444,0.0,74.375,0.0,0.0,2.0,79.0,79.0,0.0,171500.0,171750.0
228.0,65.0,100.0,80.0,0.0,45.021,81.628,12.48,250.0,0.9,0.0,0.0014343,12.153,31.497,78002.0,86317.0,6.5138,297.93,325.63,1.6377,5.5528,1200.9,23.0,1896.6,1.3326,0.19038,31.495,22.626,1.3553,0.0,70.314,0.0,0.0,2.0,79.0,79.0,0.0,172040.0,171950.0
235.0,65.0,100.0,80.0,0.0,67.833,50.369,1.3579,250.0,0.9,0.0,0.002141,12.133,31.531,73528.0,81094.0,6.4924,297.87,306.32,1.5079,5.0814,1200.8,23.0,1931.0,1.2791,0.1911,31.536,22.403,1.2474,0.0,67.895,0.0,0.0,2.0,79.0,79.0,0.0,171120.0,171700.0
1.0,30.0,100.0,8.0,0.0,10.473,113.23,10.42,0.0,0.6,0.0,1.281,14.613,0.00099775,57398.0,62012.0,6.5407,298.06,373.17,0.10047,5.0,1398.4,22.0,1739.9,-0.080562,0.20648,0.001,0.47024,0.038211,0.0,4.0799,0.0,0.0,2.0,80.0,80.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,43.988,204.95,0.0001,0.0,0.6,0.0,1.6956,11.741,0.00096746,57529.0,62472.0,6.4958,298.18,404.18,0.29921,0.0,1511.1,30.0,1872.3,0.80892,0.19368,0.00096984,2.5192,0.1594,0.0,10.495,0.0,0.0,2.0,80.0,80.0,0.0,21531.0,21668.0
24.0,55.0,100.0,150.0,0.0,225.0,381.01,0.0001,0.0,0.7,0.0,0.015263,8.3008,0.00090717,59486.0,65127.0,6.4309,298.06,372.37,0.77158,6.0995,1185.3,35.0,1862.6,1.8763,0.1842,0.00091341,9.3805,0.53896,0.0,22.035,0.0,0.0,2.0,80.0,80.0,0.0,21682.0,22153.0
36.0,55.0,100.0,43.0,0.0,48.936,149.91,0.0001,0.0,0.9,0.0,0.0024934,11.235,1.8465,60349.0,66514.0,6.4897,298.0,352.99,1.0415,6.1894,1199.1,35.0,1939.0,1.25,0.19026,1.7041,13.131,0.72804,0.0,35.776,0.0,0.0,2.0,80.0,80.0,0.0,29846.0,29499.0
48.0,60.0,100.0,57.0,0.0,65.854,304.87,0.0001,0.0,1.1,0.0,0.0021659,11.415,4.3955,61560.0,68300.0,6.4922,298.07,372.3,1.2071,7.8109,1199.3,35.0,1992.6,1.4403,0.18921,4.2024,16.424,0.92099,0.0,50.089,0.0,0.0,2.0,80.0,80.0,0.0,41946.0,42121.0
60.0,60.0,100.0,72.0,0.0,66.105,94.572,0.0011311,500.0,1.1,0.0,0.0017939,13.387,6.9205,67868.0,75226.0,6.5043,298.01,350.06,1.4544,8.0978,1199.9,34.0,1906.2,1.2413,0.19063,6.761,18.196,1.1104,0.0,41.813,0.0,0.0,2.0,80.0,80.0,0.0,54240.0,54104.0
72.0,60.0,100.0,84.0,0.0,70.544,6.4251,1.8509,500.0,1.1,0.0,0.0013581,14.936,9.1465,75312.0,83289.0,6.502,297.93,322.34,1.6785,7.8445,1199.8,31.0,1799.2,1.202,0.19057,9.0117,19.058,1.2824,0.0,26.57,0.0,0.0,2.0,80.0,80.0,0.0,65635.0,66019.0
84.0,60.0,100.0,90.0,0.0,49.302,112.34,0.00010931,100.0,1.1,0.0,0.00098058,14.035,11.564,79498.0,88097.0,6.4902,298.06,369.51,1.8906,8.6639,1200.1,23.0,1757.1,1.6357,0.18605,11.409,20.387,1.4454,0.0,27.7,0.0,0.0,2.0,80.0,80.0,0.0,76739.0,76644.0
96.0,75.0,100.0,90.0,0.0,52.264,0.0001,0.0001,100.0,1.1,0.0,0.00084437,14.083,13.626,81980.0,91087.0,6.5098,297.98,338.78,1.6168,8.5866,1198.9,23.0,1760.7,1.433,0.19121,13.491,21.163,1.5438,0.0,36.378,0.0,0.0,2.0,80.0,80.0,0.0,87028.0,87451.0
108.0,75.0,100.0,90.0,0.0,43.339,0.0001,0.0001,100.0,1.0,0.0,0.00095108,12.438,15.703,77388.0,86058.0,6.5031,297.97,336.16,1.5705,8.3675,1199.5,23.0,1769.7,1.5168,0.19067,15.564,21.864,1.4993,0.0,44.793,0.0,0.0,2.0,80.0,80.0,0.0,96395.0,96836.0
120.0,75.0,100.0,90.0,0.0,52.725,3.3819,0.22889,100.0,1.0,0.0,0.0008203,12.2,17.681,79895.0,89100.0,6.5167,297.94,324.79,1.654,8.193,1200.5,23.0,1780.3,1.5324,0.19039,17.558,22.478,1.5795,0.0,52.929,0.0,0.0,2.0,80.0,80.0,0.0,106280.0,106570.0
132.0,75.0,100.0,90.0,0.0,34.993,2.4124,25.647,100.0,1.0,-4000.0,0.0008697,11.836,19.521,75379.0,84137.0,6.4889,297.96,333.97,1.5813,8.2913,1198.2,23.0,1799.1,1.3712,0.19174,19.396,22.855,1.5097,0.0,60.657,0.0,0.0,2.0,80.0,80.0,0.0,114500.0,114970.0
144.0,75.0,100.0,90.0,0.0,53.886,42.118,6.5251,100.0,1.0,0.0,0.00078786,11.832,21.407,77922.0,87251.0,6.4989,297.97,335.13,1.6294,8.1823,1199.7,23.0,1819.7,1.3066,0.19214,21.285,23.095,1.5559,0.0,67.728,0.0,0.0,2.0,80.0,80.0,0.0,123450.0,123270.0
156.0,75.0,100.0,90.0,0.0,61.382,1.3323,0.0001,0.0,0.9,0.0,0.0015729,9.833,23.584,72924.0,81861.0,6.509,297.99,344.56,1.5262,10.392,1199.7,23.0,1848.5,1.3563,0.19196,23.398,23.305,1.4569,0.0,76.33,0.0,0.0,2.0,80.0,80.0,0.0,133800.0,133810.0
168.0,75.0,100.0,80.0,0.0,41.255,80.884,2.4066,400.0,0.9,0.0,0.0011055,12.204,25.146,77313.0,86855.0,6.5067,297.78,264.28,1.5612,5.7969,1203.1,23.0,1850.3,0.93316,0.19507,25.098,22.899,1.4904,0.0,73.199,0.0,0.0,2.0,80.0,80.0,0.0,141810.0,141660.0
180.0,75.0,100.0,80.0,0.0,36.536,29.262,228.9,150.0,0.9,0.0,0.0013223,11.34,26.801,73723.0,82799.0,6.4964,298.4,489.51,1.4532,8.4379,1200.5,23.0,1873.6,1.0141,0.19468,26.696,22.599,1.3869,0.0,71.462,0.0,0.0,2.0,80.0,80.0,0.0,149230.0,149100.0
192.0,75.0,100.0,80.0,0.0,22.653,128.75,15.152,150.0,0.9,-4000.0,0.0018872,10.953,28.419,69611.0,78194.0,6.537,298.03,358.95,1.349,8.5597,1199.8,23.0,1918.3,1.1145,0.19413,28.309,22.5,1.287,0.0,73.157,0.0,0.0,2.0,80.0,80.0,0.0,156440.0,156990.0
204.0,65.0,100.0,80.0,0.0,27.154,44.476,7.1221,250.0,0.9,0.0,0.001232,11.568,29.483,72897.0,81999.0,6.5038,297.9,315.19,1.5663,5.7842,1200.4,23.0,1967.1,1.0555,0.19293,29.45,22.252,1.296,0.0,73.302,0.0,0.0,2.0,80.0,80.0,0.0,161950.0,162350.0
216.0,65.0,100.0,80.0,0.0,32.754,33.849,5.89,250.0,0.9,0.0,0.0016946,11.767,30.014,69988.0,78534.0,6.4965,297.9,313.14,1.436,6.0164,1199.7,23.0,2011.1,0.97178,0.19391,29.98,21.704,1.1877,0.0,68.789,0.0,0.0,2.0,80.0,80.0,0.0,163920.0,164480.0
228.0,65.0,100.0,80.0,0.0,43.321,1.7158,0.0001,250.0,0.9,0.0,0.0016302,12.121,30.387,74093.0,83153.0,6.5019,297.86,296.3,1.4528,5.7263,1200.5,23.0,2053.7,0.95743,0.194,30.367,21.287,1.2017,0.0,64.43,0.0,0.0,2.0,80.0,80.0,0.0,165600.0,165840.0
230.0,65.0,100.0,80.0,0.0,39.775,11.191,97.032,250.0,0.9,0.0,0.0017643,12.113,30.439,74773.0,83922.0,6.5072,298.08,377.25,1.4556,6.116,1198.8,23.0,2060.7,0.95614,0.19401,30.419,21.229,1.204,0.0,63.714,0.0,0.0,2.0,80.0,80.0,0.0,166330.0,166400.0
1.0,30.0,100.0,8.0,1.5679,0.0,108.54,9.8439,0.0,0.6,0.0,1.1777,14.582,0.00099815,56972.0,62732.0,6.5691,298.04,351.67,0.10369,5.0,1381.0,22.0,1706.3,-0.072693,0.20633,0.001,0.49583,0.039436,0.0,4.0813,0.0,0.0,2.0,81.0,81.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,49.451,176.15,0.0001,0.0,0.6,0.0,0.86978,11.289,0.00096744,57129.0,63211.0,6.4933,298.21,396.86,0.32162,0.0,1490.8,30.0,1835.8,1.0079,0.19091,0.00096992,2.7456,0.17135,0.0,10.646,0.0,0.0,2.0,81.0,81.0,0.0,21020.0,20657.0
24.0,55.0,100.0,150.0,0.0,225.0,255.76,0.0001,0.0,0.7,0.0,0.017378,7.8602,0.0009067,59072.0,65862.0,6.4092,298.06,358.3,0.77722,6.2143,1186.0,35.0,1833.4,2.0818,0.182,0.00091299,9.504,0.54291,0.0,22.17,0.0,0.0,2.0,81.0,81.0,0.0,20663.0,20800.0
36.0,55.0,100.0,43.0,0.0,30.847,98.864,0.0001,0.0,0.9,0.0,0.0024807,11.123,1.7515,59828.0,67143.0,6.5041,298.01,341.82,1.0566,5.8153,1198.2,35.0,1903.2,1.2812,0.18991,1.6087,13.448,0.73861,0.0,36.005,0.0,0.0,2.0,81.0,81.0,0.0,29351.0,29837.0
48.0,60.0,100.0,57.0,0.0,57.327,77.662,0.0001,0.0,1.1,0.0,0.0021548,11.065,4.2397,60695.0,68600.0,6.5056,297.99,336.94,1.2373,7.4089,1198.9,35.0,1953.0,1.5816,0.18781,4.0447,17.087,0.94412,0.0,50.467,0.0,0.0,2.0,81.0,81.0,0.0,41143.0,41150.0
60.0,60.0,100.0,72.0,0.0,67.268,9.6915,0.0001,500.0,1.1,0.0,0.0018331,13.154,6.9123,66994.0,75530.0,6.5008,297.99,337.34,1.4942,7.8827,1200.0,34.0,1849.5,1.3409,0.18961,6.7357,18.961,1.1409,0.0,42.407,0.0,0.0,2.0,81.0,81.0,0.0,54148.0,54678.0
72.0,60.0,100.0,84.0,0.0,80.882,5.6583,0.0001,500.0,1.1,0.0,0.0017238,14.215,9.4441,74499.0,83687.0,6.506,298.0,338.67,1.7364,8.8992,1199.3,31.0,1724.1,1.506,0.18758,9.2822,19.919,1.3268,0.0,27.378,0.0,0.0,2.0,81.0,81.0,0.0,67028.0,67414.0
84.0,60.0,100.0,90.0,0.0,133.5,66.079,0.0001,100.0,1.1,0.0,0.0014452,13.079,12.194,79252.0,89180.0,6.5016,297.95,320.58,2.0257,10.838,1198.1,23.0,1652.9,1.9078,0.1832,11.994,21.898,1.5493,0.0,28.875,0.0,0.0,2.0,81.0,81.0,0.0,79247.0,79657.0
96.0,75.0,100.0,90.0,0.0,65.159,61.391,0.0001,100.0,1.1,0.0,0.0013199,12.42,15.147,82522.0,93150.0,6.4917,298.03,351.12,1.8132,11.636,1199.6,23.0,1611.4,2.063,0.18606,14.946,23.56,1.7324,0.0,38.207,0.0,0.0,2.0,81.0,81.0,0.0,93379.0,93482.0
108.0,75.0,100.0,90.0,0.0,68.402,40.45,0.0001,100.0,1.0,0.0,0.0012218,11.021,17.991,78350.0,88683.0,6.5014,297.99,337.3,1.8227,10.505,1199.8,23.0,1588.5,1.8453,0.18769,17.808,25.071,1.7415,0.0,47.594,0.0,0.0,2.0,81.0,81.0,0.0,107480.0,107940.0
120.0,75.0,100.0,90.0,0.0,57.944,5.6165,0.0001,100.0,1.0,0.0,0.00094675,10.793,20.494,81008.0,92000.0,6.5,297.99,335.63,1.9509,9.5579,1201.5,23.0,1586.6,1.8054,0.18775,20.346,26.155,1.8647,0.0,56.915,0.0,0.0,2.0,81.0,81.0,0.0,118910.0,118890.0
132.0,75.0,100.0,90.0,0.0,40.188,21.058,3.2819,100.0,1.0,-4000.0,0.00066166,10.817,22.343,76590.0,87154.0,6.4973,297.95,321.24,1.8721,8.3154,1199.3,23.0,1609.3,1.5635,0.18973,22.229,26.65,1.7889,0.0,65.885,0.0,0.0,2.0,81.0,81.0,0.0,128150.0,128480.0
144.0,75.0,100.0,90.0,0.0,38.338,0.046598,57.905,100.0,1.0,0.0,0.00047096,10.879,23.908,79051.0,90182.0,6.5055,297.96,324.57,1.9128,7.269,1201.4,23.0,1648.6,1.5097,0.19006,23.818,26.732,1.828,0.0,74.12,0.0,0.0,2.0,81.0,81.0,0.0,136000.0,136010.0
156.0,75.0,100.0,90.0,0.0,44.458,7.7364,37.94,0.0,0.9,0.0,0.00072294,9.1329,25.722,73933.0,84603.0,6.5074,297.99,337.23,1.7699,9.2369,1200.8,23.0,1703.8,1.5031,0.19038,25.573,26.675,1.6907,0.0,83.716,0.0,0.0,2.0,81.0,81.0,0.0,144050.0,144750.0
168.0,75.0,100.0,80.0,0.0,39.401,22.056,88.343,400.0,0.9,0.0,0.00078237,11.499,26.832,78331.0,89557.0,6.4963,298.06,360.77,1.7799,5.7751,1201.5,23.0,1728.6,1.1237,0.19321,26.794,25.762,1.7004,0.0,80.709,0.0,0.0,2.0,81.0,81.0,0.0,149350.0,149380.0
180.0,75.0,100.0,80.0,0.0,38.155,31.37,0.99753,150.0,0.9,0.0,0.0012305,10.371,28.715,74799.0,85509.0,6.4933,297.88,294.01,1.6389,9.6155,1201.3,23.0,1755.0,1.2708,0.19239,28.575,25.122,1.565,0.0,78.645,0.0,0.0,2.0,81.0,81.0,0.0,158870.0,159260.0
192.0,75.0,100.0,80.0,0.0,25.759,9.1643,56.249,150.0,0.9,-4000.0,0.0012724,10.437,30.727,70789.0,80985.0,6.5388,297.96,323.31,1.5111,9.2097,1199.2,23.0,1792.5,1.1474,0.19357,30.605,24.806,1.4424,0.0,80.136,0.0,0.0,2.0,81.0,81.0,0.0,168500.0,169070.0
204.0,65.0,100.0,80.0,0.0,39.004,12.139,64.103,250.0,0.9,0.0,0.0014365,10.615,32.191,74100.0,84845.0,6.5031,298.01,339.81,1.7487,7.7864,1198.6,23.0,1838.7,1.2564,0.19083,32.121,24.432,1.4477,0.0,80.15,0.0,0.0,2.0,81.0,81.0,0.0,175470.0,175550.0
216.0,65.0,100.0,80.0,0.0,28.606,78.31,10.833,250.0,0.9,0.0,0.0016141,10.849,33.009,71218.0,81439.0,6.486,298.0,337.4,1.6099,6.4635,1200.0,23.0,1883.3,1.203,0.19156,32.97,23.912,1.3322,0.0,75.953,0.0,0.0,2.0,81.0,81.0,0.0,178830.0,179250.0
220.0,65.0,100.0,80.0,0.0,39.851,64.111,9.7876,250.0,0.9,0.0,0.0017569,10.896,33.209,72593.0,83003.0,6.4969,297.96,324.05,1.6172,6.9788,1200.0,23.0,1899.8,1.2256,0.19135,33.167,23.759,1.3383,0.0,74.607,0.0,0.0,2.0,81.0,81.0,0.0,179250.0,179680.0
1.0,30.0,100.0,8.0,0.0,16.929,82.39,7.7288,0.0,0.6,0.0,1.5094,14.67,0.00099779,57189.0,62232.0,6.5301,298.01,246.13,0.095877,5.0,1446.8,22.0,1743.6,-0.07841,0.20645,0.001,0.4356,0.036465,0.0,4.0779,0.0,0.0,2.0,82.0,82.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,59.766,176.69,0.0001,0.0,0.6,0.0,0.38073,11.601,0.00096649,57381.0,62746.0,6.4918,298.15,282.58,0.34186,0.0,1561.8,30.0,1868.3,1.0798,0.18989,0.0009691,2.9007,0.18214,0.0,10.601,0.0,0.0,2.0,82.0,82.0,0.0,22029.0,22000.0
24.0,55.0,100.0,150.0,0.0,225.0,258.54,0.0001,0.0,0.7,0.0,0.016745,9.6106,0.00091119,59145.0,65187.0,6.4278,298.06,258.94,0.75276,0.040259,1243.6,35.0,1867.3,1.7498,0.18557,0.00091742,9.182,0.52579,0.0,21.982,0.0,0.0,2.0,82.0,82.0,0.0,21183.0,21320.0
36.0,55.0,100.0,43.0,0.0,46.159,81.595,0.0001,0.0,0.9,0.0,0.0024201,12.586,1.7883,60058.0,66615.0,6.5032,298.01,245.63,1.0147,5.7306,1199.0,35.0,1916.0,1.0308,0.19259,1.643,12.856,0.70929,0.0,35.559,0.0,0.0,2.0,82.0,82.0,0.0,30064.0,30217.0
48.0,60.0,100.0,57.0,0.0,72.114,91.764,0.0001,0.0,1.1,0.0,0.0022485,12.756,4.1665,61106.0,68245.0,6.4915,297.99,238.5,1.1885,6.9732,1199.5,35.0,1964.2,1.3264,0.19033,3.9937,16.266,0.90675,0.0,49.732,0.0,0.0,2.0,82.0,82.0,0.0,40830.0,40836.0
60.0,60.0,100.0,72.0,0.0,148.69,9.2569,0.0001,500.0,1.1,0.0,0.0017908,14.377,6.4963,68158.0,75932.0,6.4925,298.0,240.31,1.4546,7.4046,1200.3,34.0,1855.3,1.2847,0.19022,6.3464,18.13,1.1106,0.0,41.414,0.0,0.0,2.0,82.0,82.0,0.0,51669.0,51863.0
72.0,60.0,100.0,84.0,0.0,77.418,6.4592,1.5597,500.0,1.1,0.0,0.0012611,15.716,8.6511,76784.0,85206.0,6.5161,297.94,220.53,1.7007,7.63,1201.4,31.0,1714.0,1.2421,0.19014,8.5172,18.941,1.2994,0.0,26.136,0.0,0.0,2.0,82.0,82.0,0.0,62216.0,62595.0
84.0,60.0,100.0,90.0,0.0,67.863,33.379,0.0001,100.0,1.1,0.0,0.00098198,15.015,11.033,80970.0,90028.0,6.495,298.0,242.71,1.9206,8.6987,1195.9,23.0,1663.0,1.5951,0.18638,10.883,20.328,1.4684,0.0,27.257,0.0,0.0,2.0,82.0,82.0,0.0,74646.0,74212.0
96.0,75.0,100.0,90.0,0.0,70.228,24.014,0.0001,100.0,1.1,0.0,0.00086092,14.889,13.264,83727.0,93363.0,6.5067,297.96,224.93,1.6752,8.651,1200.3,23.0,1644.2,1.5089,0.19052,13.117,21.471,1.5999,0.0,35.991,0.0,0.0,2.0,82.0,82.0,0.0,85262.0,84848.0
108.0,75.0,100.0,90.0,0.0,56.508,26.312,0.0001,100.0,1.0,0.0,0.00099167,13.303,15.607,79343.0,88617.0,6.4985,297.98,235.02,1.6599,8.8236,1200.4,23.0,1628.3,1.4851,0.19073,15.451,22.538,1.5851,0.0,44.625,0.0,0.0,2.0,82.0,82.0,0.0,95427.0,96033.0
120.0,75.0,100.0,90.0,0.0,67.034,24.903,0.0001,100.0,1.0,0.0,0.0011241,12.64,17.937,82040.0,91937.0,6.5112,298.03,254.05,1.779,9.8657,1198.6,23.0,1619.4,1.6666,0.18913,17.776,23.524,1.6995,0.0,53.169,0.0,0.0,2.0,82.0,82.0,0.0,106530.0,106160.0
132.0,75.0,100.0,90.0,0.0,55.559,10.365,0.0001,100.0,1.0,-4000.0,0.00097973,12.432,20.166,77765.0,87309.0,6.5094,298.0,243.61,1.7428,9.3357,1199.0,23.0,1620.1,1.4387,0.19092,20.02,24.403,1.6647,0.0,61.544,0.0,0.0,2.0,82.0,82.0,0.0,117640.0,117960.0
